title,company,location,description,source,query,scraped_at,clean_description,skills,clean_title,scraped_date,processed_at,angular,docker,teamwork,sql,communication,javascript,python,azure,aws,tensorflow,kubernetes,pytorch,problem solving,react,leadership,java
data scientist,Software Dynamics,New York,"We are looking for a data scientist with experience in C++, Java, React and Kubernetes. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data scientist,2025-04-17T22:06:07.590135,we are looking for a data scientist with experience in c java react and kubernetes the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'java', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.667069,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
data scientist,AI Research Labs,New York,"We are looking for a data scientist with experience in Communication, Agile, Node.js, TensorFlow, C++, Leadership and Kubernetes. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data scientist,2025-04-17T22:06:07.590135,we are looking for a data scientist with experience in communication agile node js tensorflow c leadership and kubernetes the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'kubernetes', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.669074,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
data scientist,Future Technologies,New York,"We are looking for a data scientist with experience in PyTorch, C#, Problem Solving, Azure and Leadership. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data scientist,2025-04-17T22:06:07.590135,we are looking for a data scientist with experience in pytorch c problem solving azure and leadership the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'azure', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.669074,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0
data scientist,AI Research Labs,New York,"We are looking for a data scientist with experience in Teamwork, Angular, Kubernetes, Python and Java. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data scientist,2025-04-17T22:06:07.590135,we are looking for a data scientist with experience in teamwork angular kubernetes python and java the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'java', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.669074,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1
data scientist,Software Dynamics,New York,"We are looking for a data scientist with experience in C#, Communication, C++ and SQL. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data scientist,2025-04-17T22:06:07.590135,we are looking for a data scientist with experience in c communication c and sql the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'sql', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.669074,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
data scientist,Future Technologies,New York,"We are looking for a data scientist with experience in Communication, JavaScript, Problem Solving and C#. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data scientist,2025-04-17T22:06:07.590135,we are looking for a data scientist with experience in communication javascript problem solving and c the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'javascript', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.669074,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
data scientist,Digital Platforms,New York,"We are looking for a data scientist with experience in Agile, Problem Solving, Communication, Java, Angular, Azure, Node.js and React. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data scientist,2025-04-17T22:06:07.590135,we are looking for a data scientist with experience in agile problem solving communication java angular azure node js and react the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'java', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.669074,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1
data scientist,Future Technologies,New York,"We are looking for a data scientist with experience in SQL, Problem Solving, Python, Agile, C#, Teamwork and React. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data scientist,2025-04-17T22:06:07.590135,we are looking for a data scientist with experience in sql problem solving python agile c teamwork and react the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'sql', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.671080,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0
data scientist,Cloud Systems,New York,"We are looking for a data scientist with experience in Python, Leadership, C++, JavaScript and Angular. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data scientist,2025-04-17T22:06:07.590135,we are looking for a data scientist with experience in python leadership c javascript and angular the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'javascript', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.671080,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
data scientist,Data Solutions,New York,"We are looking for a data scientist with experience in SQL, PyTorch and Java. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data scientist,2025-04-17T22:06:07.590135,we are looking for a data scientist with experience in sql pytorch and java the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'java', 'category': 'technical'}, {'name': 'sql', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.671080,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
data scientist,Future Technologies,Remote,"We are looking for a data scientist with experience in C#, Azure, Docker, Problem Solving, Angular and Java. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T22:06:07.590135,we are looking for a data scientist with experience in c azure docker problem solving angular and java the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'java', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.671080,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
data scientist,AI Research Labs,Remote,"We are looking for a data scientist with experience in Communication, Node.js, SQL, Teamwork, Python, Problem Solving, TensorFlow and C++. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T22:06:07.590135,we are looking for a data scientist with experience in communication node js sql teamwork python problem solving tensorflow and c the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'sql', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.671080,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0
data scientist,Tech Innovations,Remote,"We are looking for a data scientist with experience in Problem Solving, React, Communication and Leadership. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T22:06:07.590135,we are looking for a data scientist with experience in problem solving react communication and leadership the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.671080,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
data scientist,Software Dynamics,Remote,"We are looking for a data scientist with experience in Agile, C#, React, JavaScript, Communication and SQL. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T22:06:07.590135,we are looking for a data scientist with experience in agile c react javascript communication and sql the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'javascript', 'category': 'technical'}, {'name': 'sql', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.671080,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0
data scientist,Software Dynamics,Remote,"We are looking for a data scientist with experience in JavaScript, React, Docker, Java, Node.js and TensorFlow. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T22:06:07.590135,we are looking for a data scientist with experience in javascript react docker java node js and tensorflow the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'java', 'category': 'technical'}, {'name': 'javascript', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.673640,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1
data scientist,Software Dynamics,Remote,"We are looking for a data scientist with experience in SQL, C++, Azure, Python and React. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T22:06:07.590135,we are looking for a data scientist with experience in sql c azure python and react the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'sql', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.673640,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
data scientist,Future Technologies,Remote,"We are looking for a data scientist with experience in TensorFlow, Problem Solving, Docker, Leadership and Communication. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T22:06:07.590135,we are looking for a data scientist with experience in tensorflow problem solving docker leadership and communication the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'docker', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.673640,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
data scientist,Future Technologies,Remote,"We are looking for a data scientist with experience in Java, Communication, C++, Leadership, Azure, PyTorch, Docker and TensorFlow. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T22:06:07.590135,we are looking for a data scientist with experience in java communication c leadership azure pytorch docker and tensorflow the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'java', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.673640,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1
data scientist,Tech Innovations,Remote,"We are looking for a data scientist with experience in C#, Communication and C++. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T22:06:07.590135,we are looking for a data scientist with experience in c communication and c the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'communication', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.673640,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
data scientist,Smart Analytics,Remote,"We are looking for a data scientist with experience in Problem Solving, Docker, AWS, Azure, Node.js, Leadership and Kubernetes. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T22:06:07.590135,we are looking for a data scientist with experience in problem solving docker aws azure node js leadership and kubernetes the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'aws', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.675646,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0
data scientist,Future Technologies,Remote,"We are looking for a data scientist with experience in React, Leadership, Node.js and Angular. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T22:06:07.590135,we are looking for a data scientist with experience in react leadership node js and angular the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'react', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.675646,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
data scientist,Tech Innovations,Remote,"We are looking for a data scientist with experience in Kubernetes, TensorFlow, Communication, PyTorch and Teamwork. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T22:06:07.590135,we are looking for a data scientist with experience in kubernetes tensorflow communication pytorch and teamwork the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'kubernetes', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.675646,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0
data scientist,Smart Analytics,Remote,"We are looking for a data scientist with experience in Docker, Communication, Kubernetes and JavaScript. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T22:06:07.590135,we are looking for a data scientist with experience in docker communication kubernetes and javascript the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'javascript', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.675646,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
data scientist,Software Dynamics,Remote,"We are looking for a data scientist with experience in Docker, AWS, Problem Solving and Kubernetes. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T22:06:07.590135,we are looking for a data scientist with experience in docker aws problem solving and kubernetes the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'aws', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.675646,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
data scientist,Software Dynamics,Remote,"We are looking for a data scientist with experience in AWS, React, TensorFlow and Angular. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T22:06:07.590135,we are looking for a data scientist with experience in aws react tensorflow and angular the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'aws', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.677652,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
data scientist,Smart Analytics,Remote,"We are looking for a data scientist with experience in Kubernetes, React, C++, SQL, C#, Azure, JavaScript and Teamwork. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T22:06:07.590135,we are looking for a data scientist with experience in kubernetes react c sql c azure javascript and teamwork the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'javascript', 'category': 'technical'}, {'name': 'sql', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.677652,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0
data scientist,Cloud Systems,Remote,"We are looking for a data scientist with experience in Docker, Kubernetes, Node.js and Communication. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T22:06:07.590135,we are looking for a data scientist with experience in docker kubernetes node js and communication the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'docker', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.677652,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
data scientist,AI Research Labs,Remote,"We are looking for a data scientist with experience in Communication, JavaScript, Python and Teamwork. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T22:06:07.590135,we are looking for a data scientist with experience in communication javascript python and teamwork the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'javascript', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.677652,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
