title,company,location,description,source,query,scraped_at,clean_description,skills,clean_title,scraped_date,processed_at,tensorflow,teamwork,azure,problem solving,communication,docker,angular,kubernetes,leadership,react,javascript,aws,pytorch,java,python,sql
data scientist,Tech Innovations,New York,"We are looking for a data scientist with experience in TensorFlow, Leadership, C#, React, Teamwork, PyTorch and SQL. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data scientist,2025-04-17T09:14:23.884385,we are looking for a data scientist with experience in tensorflow leadership c react teamwork pytorch and sql the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'sql', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.650841,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1
data scientist,Data Solutions,New York,"We are looking for a data scientist with experience in C#, TensorFlow and Problem Solving. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data scientist,2025-04-17T09:14:23.884385,we are looking for a data scientist with experience in c tensorflow and problem solving the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'tensorflow', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.650841,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
data scientist,Software Dynamics,New York,"We are looking for a data scientist with experience in C++, C#, Teamwork, AWS, TensorFlow, Java, React and Problem Solving. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data scientist,2025-04-17T09:14:23.884385,we are looking for a data scientist with experience in c c teamwork aws tensorflow java react and problem solving the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'java', 'category': 'technical'}, {'name': 'aws', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.650841,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0
data scientist,Cloud Systems,New York,"We are looking for a data scientist with experience in C++, Teamwork, Python, Docker and Leadership. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data scientist,2025-04-17T09:14:23.884385,we are looking for a data scientist with experience in c teamwork python docker and leadership the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.650841,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0
data scientist,Smart Analytics,New York,"We are looking for a data scientist with experience in Python, Docker and Azure. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data scientist,2025-04-17T09:14:23.884385,we are looking for a data scientist with experience in python docker and azure the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.652847,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
data scientist,Digital Platforms,New York,"We are looking for a data scientist with experience in Communication, Problem Solving, SQL, Angular and Leadership. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data scientist,2025-04-17T09:14:23.884385,we are looking for a data scientist with experience in communication problem solving sql angular and leadership the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'sql', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.652847,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1
data scientist,Tech Innovations,New York,"We are looking for a data scientist with experience in Communication, Java, Agile, PyTorch, Azure, Kubernetes and Angular. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data scientist,2025-04-17T09:14:23.884385,we are looking for a data scientist with experience in communication java agile pytorch azure kubernetes and angular the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'java', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.652847,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0
data scientist,Software Dynamics,Remote,"We are looking for a data scientist with experience in SQL, Docker, C#, JavaScript, Python and Problem Solving. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T09:14:23.884385,we are looking for a data scientist with experience in sql docker c javascript python and problem solving the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'javascript', 'category': 'technical'}, {'name': 'sql', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.652847,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
data scientist,Cloud Systems,Remote,"We are looking for a data scientist with experience in Azure, React, Python, JavaScript, Java and PyTorch. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T09:14:23.884385,we are looking for a data scientist with experience in azure react python javascript java and pytorch the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'java', 'category': 'technical'}, {'name': 'javascript', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.652847,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0
data scientist,Smart Analytics,Remote,"We are looking for a data scientist with experience in TensorFlow, Kubernetes, Node.js and Communication. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T09:14:23.884385,we are looking for a data scientist with experience in tensorflow kubernetes node js and communication the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'kubernetes', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.654852,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
data scientist,Digital Platforms,Remote,"We are looking for a data scientist with experience in Leadership, Azure, Teamwork, SQL and C#. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T09:14:23.884385,we are looking for a data scientist with experience in leadership azure teamwork sql and c the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'sql', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.654852,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1
data scientist,Data Solutions,Remote,"We are looking for a data scientist with experience in Java, Teamwork, Node.js, Communication and PyTorch. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T09:14:23.884385,we are looking for a data scientist with experience in java teamwork node js communication and pytorch the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'java', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.654852,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
data scientist,Software Dynamics,Remote,"We are looking for a data scientist with experience in TensorFlow, Azure and Node.js. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T09:14:23.884385,we are looking for a data scientist with experience in tensorflow azure and node js the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'azure', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.654852,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
data scientist,Digital Platforms,Remote,"We are looking for a data scientist with experience in SQL, Docker, Teamwork, Agile, Problem Solving and Java. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T09:14:23.884385,we are looking for a data scientist with experience in sql docker teamwork agile problem solving and java the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'java', 'category': 'technical'}, {'name': 'sql', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.654852,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1
data scientist,Smart Analytics,Remote,"We are looking for a data scientist with experience in Problem Solving, Communication, Kubernetes, SQL, PyTorch, Leadership, Python and Agile. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T09:14:23.884385,we are looking for a data scientist with experience in problem solving communication kubernetes sql pytorch leadership python and agile the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'sql', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.656857,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1
data scientist,Data Solutions,Remote,"We are looking for a data scientist with experience in JavaScript, C++, Python, AWS, C#, React, Azure and Leadership. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T09:14:23.884385,we are looking for a data scientist with experience in javascript c python aws c react azure and leadership the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'javascript', 'category': 'technical'}, {'name': 'aws', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.656857,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0
data scientist,Data Solutions,Remote,"We are looking for a data scientist with experience in Agile, Node.js, Docker, SQL and C#. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T09:14:23.884385,we are looking for a data scientist with experience in agile node js docker sql and c the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'sql', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.656857,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
data scientist,Future Technologies,Remote,"We are looking for a data scientist with experience in Java, Leadership, JavaScript and C++. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T09:14:23.884385,we are looking for a data scientist with experience in java leadership javascript and c the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'java', 'category': 'technical'}, {'name': 'javascript', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.656857,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
data scientist,Tech Innovations,Remote,"We are looking for a data scientist with experience in Communication, Angular, Java, React, Kubernetes, Docker and Problem Solving. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T09:14:23.884385,we are looking for a data scientist with experience in communication angular java react kubernetes docker and problem solving the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'java', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.658864,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0
data scientist,Tech Innovations,Remote,"We are looking for a data scientist with experience in Angular, Python, PyTorch, JavaScript, Communication, Agile, Leadership and Kubernetes. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T09:14:23.884385,we are looking for a data scientist with experience in angular python pytorch javascript communication agile leadership and kubernetes the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'javascript', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.658864,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0
data scientist,Cloud Systems,Remote,"We are looking for a data scientist with experience in C#, Angular, Agile, Java, Communication, Node.js, Kubernetes and TensorFlow. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T09:14:23.884385,we are looking for a data scientist with experience in c angular agile java communication node js kubernetes and tensorflow the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'java', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.658864,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0
data scientist,Smart Analytics,Remote,"We are looking for a data scientist with experience in Python, Angular, TensorFlow and JavaScript. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T09:14:23.884385,we are looking for a data scientist with experience in python angular tensorflow and javascript the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'javascript', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.658864,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
data scientist,Digital Platforms,Remote,"We are looking for a data scientist with experience in PyTorch, C++ and JavaScript. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T09:14:23.884385,we are looking for a data scientist with experience in pytorch c and javascript the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'javascript', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.660610,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
data scientist,AI Research Labs,Remote,"We are looking for a data scientist with experience in Problem Solving, Node.js and Agile. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T09:14:23.884385,we are looking for a data scientist with experience in problem solving node js and agile the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'communication', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.661122,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
