title,company,location,description,source,query,scraped_at,clean_description,skills,clean_title,scraped_date,processed_at,tensorflow,problem solving,pytorch,azure,teamwork,python,aws,angular,sql,java,communication,kubernetes,react,docker,javascript,leadership
data scientist,Data Solutions,New York,"We are looking for a data scientist with experience in Node.js, AWS, TensorFlow, Leadership and Docker. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data scientist,2025-04-17T08:38:22.723421,we are looking for a data scientist with experience in node js aws tensorflow leadership and docker the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'aws', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.650841,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
data scientist,Digital Platforms,New York,"We are looking for a data scientist with experience in TensorFlow, Node.js and Agile. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data scientist,2025-04-17T08:38:22.723421,we are looking for a data scientist with experience in tensorflow node js and agile the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'tensorflow', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.650841,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data scientist,Software Dynamics,New York,"We are looking for a data scientist with experience in PyTorch, AWS, Node.js, Problem Solving, C++, Teamwork and Azure. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data scientist,2025-04-17T08:38:22.723421,we are looking for a data scientist with experience in pytorch aws node js problem solving c teamwork and azure the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'aws', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.650841,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0
data scientist,Digital Platforms,New York,"We are looking for a data scientist with experience in C++, Problem Solving, C#, React, Agile, TensorFlow and SQL. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data scientist,2025-04-17T08:38:22.723421,we are looking for a data scientist with experience in c problem solving c react agile tensorflow and sql the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'sql', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.650841,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
data scientist,Future Technologies,New York,"We are looking for a data scientist with experience in Teamwork, Java, Azure and Docker. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data scientist,2025-04-17T08:38:22.723421,we are looking for a data scientist with experience in teamwork java azure and docker the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'java', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.650841,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0
data scientist,Cloud Systems,New York,"We are looking for a data scientist with experience in React, Node.js, AWS, Java, Agile, Leadership and PyTorch. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data scientist,2025-04-17T08:38:22.723421,we are looking for a data scientist with experience in react node js aws java agile leadership and pytorch the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'java', 'category': 'technical'}, {'name': 'aws', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.650841,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1
data scientist,Software Dynamics,New York,"We are looking for a data scientist with experience in SQL, Problem Solving, Leadership, AWS, C++, Azure and Angular. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data scientist,2025-04-17T08:38:22.723421,we are looking for a data scientist with experience in sql problem solving leadership aws c azure and angular the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'sql', 'category': 'technical'}, {'name': 'aws', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.652847,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1
data scientist,Cloud Systems,Remote,"We are looking for a data scientist with experience in Docker, AWS and Agile. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T08:38:22.723421,we are looking for a data scientist with experience in docker aws and agile the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'aws', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.652847,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
data scientist,Digital Platforms,Remote,"We are looking for a data scientist with experience in TensorFlow, Agile, AWS, Python, Teamwork and Communication. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T08:38:22.723421,we are looking for a data scientist with experience in tensorflow agile aws python teamwork and communication the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'aws', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.652847,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
data scientist,Software Dynamics,Remote,"We are looking for a data scientist with experience in SQL, Docker, Agile, Teamwork, C++ and Communication. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T08:38:22.723421,we are looking for a data scientist with experience in sql docker agile teamwork c and communication the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'sql', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.652847,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
data scientist,Digital Platforms,Remote,"We are looking for a data scientist with experience in React, Communication, Docker, C#, Java, Agile and Kubernetes. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T08:38:22.723421,we are looking for a data scientist with experience in react communication docker c java agile and kubernetes the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'java', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.652847,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0
data scientist,AI Research Labs,Remote,"We are looking for a data scientist with experience in Agile, SQL, AWS, PyTorch, Python and C++. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T08:38:22.723421,we are looking for a data scientist with experience in agile sql aws pytorch python and c the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'sql', 'category': 'technical'}, {'name': 'aws', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.652847,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0
data scientist,Digital Platforms,Remote,"We are looking for a data scientist with experience in Kubernetes, Agile, Teamwork, Python and JavaScript. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T08:38:22.723421,we are looking for a data scientist with experience in kubernetes agile teamwork python and javascript the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'javascript', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.654852,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0
data scientist,Digital Platforms,Remote,"We are looking for a data scientist with experience in Docker, Communication, Teamwork and JavaScript. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T08:38:22.723421,we are looking for a data scientist with experience in docker communication teamwork and javascript the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'javascript', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.654852,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
data scientist,Tech Innovations,Remote,"We are looking for a data scientist with experience in Problem Solving, SQL, Java, PyTorch, Python and Agile. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T08:38:22.723421,we are looking for a data scientist with experience in problem solving sql java pytorch python and agile the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'java', 'category': 'technical'}, {'name': 'sql', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.654852,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0
data scientist,Tech Innovations,Remote,"We are looking for a data scientist with experience in PyTorch, Teamwork, C#, Azure, Leadership, React, Python and Angular. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T08:38:22.723421,we are looking for a data scientist with experience in pytorch teamwork c azure leadership react python and angular the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.654852,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1
data scientist,Software Dynamics,Remote,"We are looking for a data scientist with experience in SQL, Kubernetes and Communication. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T08:38:22.723421,we are looking for a data scientist with experience in sql kubernetes and communication the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'sql', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.654852,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
data scientist,Smart Analytics,Remote,"We are looking for a data scientist with experience in Angular, Leadership, PyTorch and JavaScript. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T08:38:22.723421,we are looking for a data scientist with experience in angular leadership pytorch and javascript the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'javascript', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.656857,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1
data scientist,AI Research Labs,Remote,"We are looking for a data scientist with experience in Angular, AWS and Problem Solving. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T08:38:22.723421,we are looking for a data scientist with experience in angular aws and problem solving the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'aws', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.656857,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0
data scientist,Future Technologies,Remote,"We are looking for a data scientist with experience in Leadership, Node.js, Agile, SQL, AWS and Kubernetes. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T08:38:22.723421,we are looking for a data scientist with experience in leadership node js agile sql aws and kubernetes the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'sql', 'category': 'technical'}, {'name': 'aws', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.656857,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1
data scientist,Tech Innovations,Remote,"We are looking for a data scientist with experience in PyTorch, JavaScript, React, TensorFlow, Communication and Leadership. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T08:38:22.723421,we are looking for a data scientist with experience in pytorch javascript react tensorflow communication and leadership the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'javascript', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.656857,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1
data scientist,Software Dynamics,Remote,"We are looking for a data scientist with experience in Azure, JavaScript, Node.js and Java. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T08:38:22.723421,we are looking for a data scientist with experience in azure javascript node js and java the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'java', 'category': 'technical'}, {'name': 'javascript', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.656857,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
data scientist,Cloud Systems,Remote,"We are looking for a data scientist with experience in Problem Solving, Python, Leadership, Angular, React, Azure and TensorFlow. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T08:38:22.723421,we are looking for a data scientist with experience in problem solving python leadership angular react azure and tensorflow the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.656857,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1
data scientist,Smart Analytics,Remote,"We are looking for a data scientist with experience in Docker, Problem Solving, Leadership, PyTorch, Java and TensorFlow. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T08:38:22.723421,we are looking for a data scientist with experience in docker problem solving leadership pytorch java and tensorflow the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'java', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.658864,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1
