title,company,location,description,source,query,scraped_at,clean_description,skills,clean_title,scraped_date,processed_at,kubernetes,sql,docker,angular,leadership,javascript,aws,azure,react,pytorch,problem solving,java,tensorflow,python,communication,teamwork
data scientist,Digital Platforms,New York,"We are looking for a data scientist with experience in C++, Azure, Agile and JavaScript. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data scientist,2025-04-17T08:34:40.167448,we are looking for a data scientist with experience in c azure agile and javascript the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'javascript', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.689202,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
data scientist,Tech Innovations,Remote,"We are looking for a data scientist with experience in SQL, TensorFlow, React and Leadership. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T08:34:40.167448,we are looking for a data scientist with experience in sql tensorflow react and leadership the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'sql', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.689202,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
data scientist,Cloud Systems,Remote,"We are looking for a data scientist with experience in Angular, Leadership, JavaScript, Docker, React and PyTorch. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T08:34:40.167448,we are looking for a data scientist with experience in angular leadership javascript docker react and pytorch the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'javascript', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.689202,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0
data scientist,AI Research Labs,Remote,"We are looking for a data scientist with experience in React, Teamwork, Communication, Node.js, TensorFlow and PyTorch. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T08:34:40.167448,we are looking for a data scientist with experience in react teamwork communication node js tensorflow and pytorch the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'tensorflow', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.689202,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1
data scientist,AI Research Labs,Remote,"We are looking for a data scientist with experience in Leadership, Agile, PyTorch, Node.js, Python, SQL, Teamwork and Kubernetes. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T08:34:40.167448,we are looking for a data scientist with experience in leadership agile pytorch node js python sql teamwork and kubernetes the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'sql', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.691208,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1
data scientist,Digital Platforms,Remote,"We are looking for a data scientist with experience in Angular, JavaScript and Teamwork. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T08:34:40.167448,we are looking for a data scientist with experience in angular javascript and teamwork the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'javascript', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.691208,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
data scientist,Tech Innovations,Remote,"We are looking for a data scientist with experience in C#, SQL, Azure, Angular and Agile. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T08:34:40.167448,we are looking for a data scientist with experience in c sql azure angular and agile the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'sql', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.691208,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
data scientist,AI Research Labs,Remote,"We are looking for a data scientist with experience in C#, AWS, Teamwork, Problem Solving and Azure. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T08:34:40.167448,we are looking for a data scientist with experience in c aws teamwork problem solving and azure the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'aws', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.691208,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1
data scientist,Tech Innovations,Remote,"We are looking for a data scientist with experience in Leadership, SQL, Docker, C#, React, Azure, Java and Problem Solving. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T08:34:40.167448,we are looking for a data scientist with experience in leadership sql docker c react azure java and problem solving the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'java', 'category': 'technical'}, {'name': 'sql', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.691208,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0
data scientist,Digital Platforms,Remote,"We are looking for a data scientist with experience in Angular, React, Leadership and PyTorch. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T08:34:40.167448,we are looking for a data scientist with experience in angular react leadership and pytorch the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'pytorch', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.691208,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0
data scientist,Future Technologies,Remote,"We are looking for a data scientist with experience in Leadership, C++, Java, Teamwork, Azure and C#. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T08:34:40.167448,we are looking for a data scientist with experience in leadership c java teamwork azure and c the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'java', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.691208,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1
data scientist,AI Research Labs,Remote,"We are looking for a data scientist with experience in JavaScript, SQL, Kubernetes, Angular, Agile, Python and Java. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T08:34:40.167448,we are looking for a data scientist with experience in javascript sql kubernetes angular agile python and java the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'java', 'category': 'technical'}, {'name': 'javascript', 'category': 'technical'}, {'name': 'sql', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.691208,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0
data scientist,Smart Analytics,Remote,"We are looking for a data scientist with experience in C++, SQL and TensorFlow. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T08:34:40.167448,we are looking for a data scientist with experience in c sql and tensorflow the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'sql', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.691208,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
data scientist,Cloud Systems,Remote,"We are looking for a data scientist with experience in C++, Leadership, Problem Solving, Python, PyTorch, Azure and React. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T08:34:40.167448,we are looking for a data scientist with experience in c leadership problem solving python pytorch azure and react the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.691208,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0
data scientist,Software Dynamics,Remote,"We are looking for a data scientist with experience in Java, JavaScript, TensorFlow, Kubernetes, PyTorch and Problem Solving. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T08:34:40.167448,we are looking for a data scientist with experience in java javascript tensorflow kubernetes pytorch and problem solving the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'java', 'category': 'technical'}, {'name': 'javascript', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.691208,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0
data scientist,Digital Platforms,Remote,"We are looking for a data scientist with experience in Azure, React, JavaScript and Problem Solving. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T08:34:40.167448,we are looking for a data scientist with experience in azure react javascript and problem solving the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'javascript', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.695105,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0
data scientist,Digital Platforms,Remote,"We are looking for a data scientist with experience in Leadership, AWS, Angular and JavaScript. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T08:34:40.167448,we are looking for a data scientist with experience in leadership aws angular and javascript the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'javascript', 'category': 'technical'}, {'name': 'aws', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.695626,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0
data scientist,Smart Analytics,Remote,"We are looking for a data scientist with experience in TensorFlow, Azure, Java, PyTorch, Kubernetes and C#. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T08:34:40.167448,we are looking for a data scientist with experience in tensorflow azure java pytorch kubernetes and c the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'java', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.695626,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0
